title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
"You can move into this well planned and comfortable Residential flat in Uttara Sector 14 for rent, of 1900 SQ FT, near Uttara West Police Station",4 ,3 ,"1,900 sqft","Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1531470-400x300.webp,https://www.bproperty.com/en/property/details-1789765.html,"September 4, 2022",35 Thousand
"An Apartment Is Ready For Rent At Hillview Residential Area, Near Hillview Jaame Masjid",3 ,3 ,"1,700 sqft","Hillview Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/260556-400x300.webp,https://www.bproperty.com/en/property/details-1948207.html,"August 16, 2022",38 Thousand
Obtain Your New Residence At This 1500 Sq Ft Flat Is Up For Rent At Uttara Sector 18.,3 ,3 ,"1,500 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1331457-400x300.webp,https://www.bproperty.com/en/property/details-1968030.html,"August 6, 2022",15 Thousand
Offering You A Four Bedroom Flat For Rent In Mirpur Dohs,4 ,4 ,"2,200 sqft","Mirpur DOHS, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/600352-400x300.webp,https://www.bproperty.com/en/property/details-1973073.html,"June 10, 2022",45 Thousand
Check This Apartment Up For Rent At Pahartali Near Janata Bank Limited,3 ,3 ,"1,510 sqft","Pahartali, 12 No. Sarai Para Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-1991766.html,"September 11, 2022",15 Thousand
A Nicely Planned Flat Is Up For Rent In Halishahar Nearby Halishahar Housing Estate High School,3 ,3 ,900 sqft,"Road No 2, Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1543171-400x300.webp,https://www.bproperty.com/en/property/details-2017892.html,"August 23, 2022",20 Thousand
"Offering You 800 Sq Ft Flat To Rent In Uttara, Sector 14",2 ,2 ,800 sqft,"Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1559320-400x300.webp,https://www.bproperty.com/en/property/details-2046219.html,"August 23, 2022",20 Thousand
"Beautiful 1300 Sq Ft Flat Is Available To Rent In Shantinagar, Jonaki Lane",2 ,3 ,"1,300 sqft","Shantinagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/823173-400x300.webp,https://www.bproperty.com/en/property/details-2067982.html,"September 9, 2022",45 Thousand
A Beautiful Apartment Is Ready For Rent In Middle Paikpara.,2 ,1 Bath,550 sqft,"Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-4532919.html,"September 3, 2022",8 Thousand
"At Rajuk Uttara Apartment Project, Check This 1654 Sq. Ft Apartment Up For Rent",3 ,3 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/931966-400x300.webp,https://www.bproperty.com/en/property/details-4785124.html,"September 10, 2022",15 Thousand
West Monipur Is Giving You This 1350 Square Feet Apartment Ready For Rent,3 ,3 ,"1,350 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-4326823.html,"May 17, 2022",20 Thousand
"A Nice House Is Available For Rent At Sholokbahar, Near To Chowdhury Bari Masjid With An Affordable Deal.",2 ,2 ,"1,100 sqft","Sholokbahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/511650-400x300.webp,https://www.bproperty.com/en/property/details-4870990.html,"May 27, 2022",18 Thousand
Let Us Help You With Your Decision To Rent This 1654 Sq Ft Flat In Uttara-18,3 ,4 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/823173-400x300.webp,https://www.bproperty.com/en/property/details-4782984.html,"September 6, 2022",15 Thousand
A Wonderful Home Of 1380 Square Feet Is Waiting For Rent At Kallyanpur,3 ,3 ,"1,380 sqft","Kallyanpur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-5455116.html,"May 15, 2022",18 Thousand
A Wonderful Residence For Rent In Kallyanpur | 1380 Sq Ft | Minimal Costs,3 ,3 ,"1,380 sqft","Kallyanpur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-5455124.html,"July 27, 2022",18 Thousand
Deal With This Offer Of Renting A Great Flat Of 1450 Sq Ft In The Area Of 15 No. Bagmoniram Ward,3 ,3 ,"1,450 sqft","Dampara, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-4927977.html,"April 12, 2022",30 Thousand
"Get Ready For Your Countless Peaceful Days By Renting This 900 Sq Ft Flat At Sector 5, Uttara",2 ,2 ,900 sqft,"Sector 5, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-3361656.html,"February 19, 2022",25 Thousand
Don’t waste you valuable time! You Can Take This 1300 Sq Ft Flat for Rent in Nurer Chala,4 ,3 ,"1,300 sqft","Nurer Chala, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568136-400x300.webp,https://www.bproperty.com/en/property/details-5416911.html,"August 24, 2022",18 Thousand
"An adequate and cozy flat is ready for rent at nikunjo,",3 ,3 ,"1,540 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/575180-400x300.webp,https://www.bproperty.com/en/property/details-3104230.html,"August 16, 2022",35 Thousand
A Beautiful Apartment For Rent Is All Set For You In Middle Paikpara,2 ,2 ,800 sqft,"Middle Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-4439944.html,"August 20, 2022",12 Thousand
Take this flat of 800 sq ft for rent to reside comfortably in Middle Paikpara,2 ,2 ,800 sqft,"Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569122-400x300.webp,https://www.bproperty.com/en/property/details-4939815.html,"August 20, 2022",11.5 Thousand
"A Beautiful Apartment For Rent Is All Set For You In Rampura, Ullan",3 ,3 ,"1,480 sqft","Ullan, Rampura, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569122-400x300.webp,https://www.bproperty.com/en/property/details-5509524.html,"August 24, 2022",21 Thousand
Don’t Waste Your Valuable Time! You Can Take This 1654 Sq Ft Apartment For Rent In Uttara 18,3 ,4 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1239158-400x300.webp,https://www.bproperty.com/en/property/details-4601437.html,"August 21, 2022",15 Thousand
"Modern home for residents | 1654 SQ FT Flat in Uttara, Sector 18 for rent",3 ,4 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-4601457.html,"August 21, 2022",15 Thousand
Think About Renting This 2100 Square Feet Apartment In Uttara-6,3 ,3 ,"2,100 sqft","Road No 1, Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-4651308.html,"August 22, 2022",50 Thousand
Uncover Your Place In A 1200 Sq Ft Structurally Well Built Home For Rent In Bochila,3 ,3 ,"1,200 sqft","Bochila Garden City, Bochila, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-5515629.html,"August 24, 2022",15 Thousand
Uncover Your Place In A 800 Sq Ft Structurally Well Built Home For Rent In Uttara 14,2 ,2 ,800 sqft,"Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-3052720.html,"August 23, 2022",20 Thousand
To Get A Hassle Free Life You Can Take Rent This 1100 Sq Ft Home In Mohammadpur,3 ,3 ,"1,100 sqft","Bochila, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-5515897.html,"August 24, 2022",15 Thousand
"900 Sq Ft Flat With 3 Bedrooms For Rent In Mirpur, Middle Paikpara",3 ,3 ,900 sqft,"Middle Paikpara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/730978-400x300.webp,https://www.bproperty.com/en/property/details-3395663.html,"August 29, 2022",14 Thousand
Are You In Hurry? No Worries! You Can Take This 1200 Sq Ft Home For Rent In Halishahar,3 ,2 ,"1,200 sqft","Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569122-400x300.webp,https://www.bproperty.com/en/property/details-5517471.html,"August 31, 2022",18 Thousand
950 Sq Ft Apartment For Rent In Banasree Nearby Banasree Bazar,2 ,2 ,950 sqft,"Block C, Banasree, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-1861548.html,"August 26, 2022",16 Thousand
1150 Sq Ft Apartment For Rent Is Located On Bayazid Near To Jiyos Pukur Jame Mosjid,3 ,2 ,"1,150 sqft","Polytechnic, Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-1897694.html,"November 3, 2022",16 Thousand
1400 Sq. Ft. Flat Is Ready To Rent In West Rampura,3 ,3 ,"1,400 sqft","Block B, Mohanagar Housing, West Rampura, Rampura, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1418253-400x300.webp,https://www.bproperty.com/en/property/details-1909737.html,"August 24, 2022",35 Thousand
"At Double Mooring, 24 No. North Agrabad Ward flat for Rent close to Double Mooring Jame Masjid",2 ,2 ,765 sqft,"Rongipara, 24 No. North Agrabad Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1476153-400x300.webp,https://www.bproperty.com/en/property/details-1933087.html,"March 6, 2020",11 Thousand
Home Is Where One Starts From - Apartment For Rent In South Kattali Ward,3 ,3 ,"1,200 sqft","North Green View R/A, 11 No. South Kattali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/810581-400x300.webp,https://www.bproperty.com/en/property/details-1966677.html,"August 17, 2022",12.5 Thousand
Near Hakkani Mission School A Two-bedroom Flat Is Ready For Rent At Mirpur,2 ,1 Bath,500 sqft,"Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569122-400x300.webp,https://www.bproperty.com/en/property/details-1978974.html,"August 30, 2022",10 Thousand
See This Apartment Is Up For Rent At Middle Rampur Near Ketura Mosjid,2 ,2 ,820 sqft,"Middle Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1573611-400x300.webp,https://www.bproperty.com/en/property/details-1983815.html,"September 6, 2022",10 Thousand
"In The Location Of Mohammadpur, Close To National College Of Home Economics A Flat Is Up For Rent .",3 ,3 ,"1,350 sqft","Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569122-400x300.webp,https://www.bproperty.com/en/property/details-1982957.html,"September 1, 2022",20 Thousand
900 Sq Ft Remarkable Flat Is Up For Rent In Halishahar Housing Estate Nearby North Halishahar Post Office,2 ,2 ,900 sqft,"Road No 2, Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544541-400x300.webp,https://www.bproperty.com/en/property/details-2019936.html,"August 23, 2022",13 Thousand
1000 Sq Ft Flat For Rent At Green View Residential Area,2 ,2 ,"1,000 sqft","Green View Residential Area, 11 No. South Kattali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1484858-400x300.webp,https://www.bproperty.com/en/property/details-2026303.html,"August 22, 2022",11 Thousand
Obtain Your New Residence At This 750 Sq Ft Flat Is Up For Rent At Kallyanpur,2 ,2 ,750 sqft,"Kallyanpur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567661-400x300.webp,https://www.bproperty.com/en/property/details-2046869.html,"August 28, 2022",16 Thousand
Nicely constructed 1300 SQ FT flat is available to Rent in 22 No. Enayet Bazaar Ward,3 ,3 ,"1,300 sqft","Nandan Kanan, 22 No. Enayet Bazaar Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1287472-400x300.webp,https://www.bproperty.com/en/property/details-2080177.html,"September 6, 2022",28 Thousand
500 Sq Ft Flat Is Available For Rent At Mirpur,2 ,1 Bath,500 sqft,"Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1543145-400x300.webp,https://www.bproperty.com/en/property/details-4453732.html,"August 30, 2022",8 Thousand
"See This 2 Bedroom Apartment Is Now Vacant For Rent In Uttara , Near Gausul Azam Jameh Mosjid",2 ,2 ,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1355447-400x300.webp,https://www.bproperty.com/en/property/details-2065371.html,"August 27, 2022",19 Thousand
"This 750 Sq Ft Residence In Chad Uddan Housing, Block B Is Well Maintained Also Facilitated And Is Up For Rent",2 ,2 ,750 sqft,"Block B, Chad Uddan Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1452950-400x300.webp,https://www.bproperty.com/en/property/details-5390777.html,"August 25, 2022",14 Thousand
1150 SQ FT road sided apartment for rent in Shah Ali Bag,3 ,3 ,"1,150 sqft","Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1452950-400x300.webp,https://www.bproperty.com/en/property/details-4971669.html,"December 12, 2022",20 Thousand
"If You Desire To Live In Paikpara, You Can Consider This 400 Sq Ft Residence, Which Is Up For Rent",1 Bed,1 Bath,400 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1004622-400x300.webp,https://www.bproperty.com/en/property/details-4501754.html,"August 30, 2022",8 Thousand
"Establish Your Convenient Lifestyle In This 1654 Square Feet Apartment Ready For Rent In Uttara, Sector 18, Rajuk Uttara Apartment Project",3 ,4 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1004622-400x300.webp,https://www.bproperty.com/en/property/details-4783518.html,"August 30, 2022",15 Thousand
"Take A Quick Look At This 1654 Sq Ft Flat For Rent In Rajuk Uttara Apartment Project, Block A",3 ,4 ,"1,654 sqft","Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/259807-400x300.webp,https://www.bproperty.com/en/property/details-4601588.html,"July 20, 2022",15 Thousand
"Make Sure To Rent This 1380 Sq Ft Flat In Mirpur, Kallyanpur",3 ,3 ,"1,380 sqft","Kallyanpur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/719738-400x300.webp,https://www.bproperty.com/en/property/details-5455132.html,"June 17, 2022",18 Thousand
"An Apartment Is Ready For Rent At Paikpara, Masjid Goli",2 ,1 Bath,500 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/671577-400x300.webp,https://www.bproperty.com/en/property/details-3926213.html,"February 16, 2022",8.5 Thousand
"Sophisticated Style! This Flat For Rent In Sector 3, Uttara Is All About It",3 ,3 ,"1,400 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/123433-400x300.webp,https://www.bproperty.com/en/property/details-3437106.html,"February 19, 2022",32 Thousand
Attain Your Desire Of Renting This Decent 1500 Sq Ft Flat Close To Uttara 15 Number Sector Central Jame Mosjid.,3 ,3 ,"1,500 sqft","Sector 15, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/260556-400x300.webp,https://www.bproperty.com/en/property/details-5465078.html,"November 6, 2022",25 Thousand
Get comfortable in a 1500 SQ FT flat for rent in Uttara 15,3 ,3 ,"1,500 sqft","Sector 15, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/922589-400x300.webp,https://www.bproperty.com/en/property/details-5465079.html,"November 6, 2022",25 Thousand
"Reside In This 850 Sq Ft Flat With Serene Views, Up For Rent In Double Mooring, South Agrabad",2 ,2 ,850 sqft,"South Agrabad, Double Mooring, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1108389-400x300.webp,https://www.bproperty.com/en/property/details-3742678.html,"February 24, 2022",14 Thousand
Reside Decently In This 1400 Square Feet Apartment Ready For Rent N Uttara-10,3 ,3 ,"1,400 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1513295-400x300.webp,https://www.bproperty.com/en/property/details-3043692.html,"August 12, 2022",25 Thousand
"1200 Sq Ft Apartment With 3 Cozy Bedrooms Is For Rent In Hazaribagh, Jigatola",3 ,3 ,"1,200 sqft","Jigatola, Hazaribag, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1405683-400x300.webp,https://www.bproperty.com/en/property/details-5511219.html,"August 24, 2022",30 Thousand
Get This Cozy 2200 Sq Ft Flat For Rent In Solmaid,4 ,4 ,"2,200 sqft","Solmaid, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1222609-400x300.webp,https://www.bproperty.com/en/property/details-5514904.html,"August 24, 2022",40 Thousand
Don’t Waste Your Valuable Time! You Can Take This 1300 Sq Ft Apartment For Rent In Solmaid,3 ,3 ,"1,300 sqft","Solmaid, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-5514913.html,"August 24, 2022",25 Thousand
"1500 Sq Ft Apartment With 3 Bedrooms For Rent In Uttara, Sector 13",3 ,3 ,"1,500 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1111401-400x300.webp,https://www.bproperty.com/en/property/details-4912907.html,"August 22, 2022",30 Thousand
Uncover Your Place In A 950 Sq Ft Structurally Well Built Home For Rent In Solmaid,2 ,2 ,950 sqft,"Solmaid, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/575180-400x300.webp,https://www.bproperty.com/en/property/details-5514890.html,"October 13, 2022",22 Thousand
"1300 Sq Ft Residential Flat For Rent In The Nice Location Of Badda, Solmaid",3 ,3 ,"1,300 sqft","Solmaid, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-5514937.html,"September 29, 2022",25 Thousand
"950 Sq Ft Perfect Residential Flat For Rent In Badda, Solmaid",2 ,2 ,950 sqft,"Solmaid, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/541563-400x300.webp,https://www.bproperty.com/en/property/details-5514938.html,"September 29, 2022",22 Thousand
"Grab This Huge 2200 Sq Ft Flat For Rent In 15 No. Bagmoniram Ward, Nasirabad",3 ,4 ,"2,200 sqft","O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-3196159.html,"August 25, 2022",35 Thousand
Upgrade Your Urban Life By Renting This 2100 Sq Ft Flat In 15 No. Bagmoniram Ward,3 ,3 ,"2,100 sqft","O R Nizam Road Residential Area, Nasirabad, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-3195977.html,"August 25, 2022",24 Thousand
Lalbagh Is Offering You A 650 Sq Ft Apartment For Rent,2 ,2 ,650 sqft,"Lalbagh Road, Lalbagh, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568639-400x300.webp,https://www.bproperty.com/en/property/details-4282112.html,"December 22, 2022",16 Thousand
"This ready and comfortable apartment is up for Rent at Mirpur, Section 2",3 ,3 ,"1,400 sqft","Block G/1, Section 2, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568639-400x300.webp,https://www.bproperty.com/en/property/details-3362548.html,"October 1, 2022",26 Thousand
A Distinct Flat Of 1200 Square Feet Is Up For Rent In Mirpur-11,3 ,3 ,"1,200 sqft","Block A, Section 11, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-3203466.html,"December 21, 2022",23 Thousand
Property in Gulshan – 1800 SQ FT Flat for rent,2 ,2 ,"1,800 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-5150981.html,"September 10, 2022",65 Thousand
"2400 SQ FT apartment for rent in Uttara Sector 6, near Uttara University",3 ,3 ,"2,400 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-1841636.html,"August 22, 2022",45 Thousand
Flat for Rent in Kattali close to Kattali Jame Masjid,2 ,2 ,"1,100 sqft","North Green View R/A, 11 No. South Kattali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-1965977.html,"August 17, 2022",11 Thousand
600 SQ FT flat is now available to Rent nearby Paikpara Jame Masjid in Paikpara,2 ,1 Bath,600 sqft,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-2008527.html,"August 23, 2022",8.5 Thousand
Find 1059 SQ FT flat available to Rent in Hazaribag,3 ,3 ,"1,059 sqft","Jigatola, Hazaribag, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/455723-400x300.webp,https://www.bproperty.com/en/property/details-2045324.html,"August 28, 2022",20 Thousand
Exquisite Flat Of 1550 Sq Ft Is Ready For Rent In Uttara Nearby Uttara High School And College,4 ,3 ,"1,550 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-2081337.html,"August 14, 2022",38 Thousand
Worthy 800 Sq Ft Beautiful Residential Apartment Is Ready To Rent At Hazaribag,2 ,2 ,800 sqft,"Gojmohal, Hazaribag, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568639-400x300.webp,https://www.bproperty.com/en/property/details-2083798.html,"August 25, 2022",15 Thousand
"Looking For A Small Family Home To Rent In Rupashi Housing Society, Check This One",2 ,2 ,900 sqft,"Polytechnic, Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1486293-400x300.webp,https://www.bproperty.com/en/property/details-3852239.html,"November 3, 2022",12 Thousand
We Are Assisting You To Rent This 1150 Sq Ft Flat In The Area Of Mirpur-1,3 ,3 ,"1,150 sqft","Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/575180-400x300.webp,https://www.bproperty.com/en/property/details-4971677.html,"February 25, 2022",18 Thousand
"Reside at ease, in this 850 SQ FT flat for rent in Halishahar",2 ,2 ,850 sqft,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-4618482.html,"March 27, 2022",14 Thousand
"Comfortable, convenient and well-constructed 850 SQ FT flat for rent in 26 No. North Halishahar Ward",2 ,2 ,850 sqft,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/575180-400x300.webp,https://www.bproperty.com/en/property/details-4618481.html,"March 27, 2022",14 Thousand
Well-developed 1200 SQ FT Residence up for rent in 26 No. North Halishahar Ward,3 ,3 ,"1,200 sqft","Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-4618488.html,"February 25, 2022",25 Thousand
Completely suitable and ready flat of 850 SQ FT for rent in 26 No. North Halishahar Ward,2 ,2 ,850 sqft,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/575180-400x300.webp,https://www.bproperty.com/en/property/details-4618497.html,"February 25, 2022",14 Thousand
"Start a new home, in this 850 SQ FT apartment for rent in 26 No. North Halishahar Ward",2 ,2 ,850 sqft,"Block K, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-4618498.html,"February 25, 2022",14 Thousand
Create your home in a 1100 SQ FT apartment for rent in Naddapara,2 ,2 ,"1,100 sqft","Naddapara, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-5465910.html,"February 25, 2022",15 Thousand
A Great residence for renting purposes with a space of 1100 SQ FT is available in Naddapara,3 ,3 ,"1,100 sqft","Naddapara, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1565147-400x300.webp,https://www.bproperty.com/en/property/details-5465911.html,"August 9, 2022",15 Thousand
A well-defined residential apartment of 1100 SQ FT is available for rent in Naddapara,3 ,3 ,"1,100 sqft","Naddapara, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1436793-400x300.webp,https://www.bproperty.com/en/property/details-5465912.html,"February 25, 2022",15 Thousand
A nicely constructed apartment of 1100 SQ FT can be found in Naddapara for rent,3 ,3 ,"1,100 sqft","Naddapara, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1559428-400x300.webp,https://www.bproperty.com/en/property/details-5465913.html,"February 25, 2022",15 Thousand
